Date,Price,Open,High,Low,Vol.,Change %
07/01/2021,"28,418.96","27,783.46","28,837.01","27,709.15"
06/01/2021,"27,713.35","29,938.62","30,084.89","27,422.66"
05/01/2021,"29,877.84","27,694.66","30,053.69","27,654.19"
04/01/2021,"27,607.69","26,837.35","28,219.15","26,804.96"
03/01/2021,"26,761.30","27,277.14","27,660.23","26,334.51"
02/01/2021,"27,129.12","29,354.62","29,500.29","26,960.93"
01/01/2021,"28,909.77","29,873.53","30,792.06","28,401.89"
12/01/2020,"29,781.03","27,821.34","29,939.22","27,795.72"
11/01/2020,"27,732.57","29,484.61","30,810.79","27,617.49"
10/01/2020,"29,398.37","29,729.68","30,359.81","29,196.86"
09/01/2020,"29,659.90","31,229.76","31,641.86","29,098.34"
08/01/2020,"31,123.94","31,636.29","33,112.41","29,791.54"
07/01/2020,"31,442.04","28,767.23","31,679.74","28,075.78"
06/01/2020,"28,677.25","27,650.06","28,861.06","27,116.00"
05/01/2020,"27,309.02","26,572.28","27,961.28","26,303.56"
04/01/2020,"26,467.81","24,829.39","27,592.02","24,652.75"
03/01/2020,"24,654.48","24,868.91","26,685.36","22,865.10"
02/01/2020,"24,714.02","25,109.29","26,318.46","24,380.01"
01/01/2020,"25,039.58","24,352.61","25,899.24","24,309.62"
12/01/2019,"24,272.16","23,696.21","24,542.81","23,407.88"
11/01/2019,"23,561.51","24,419.27","24,533.04","23,317.63"
10/01/2019,"24,340.31","23,969.55","24,799.80","23,686.25"
09/01/2019,"23,892.99","25,214.66","25,735.63","23,830.05"
08/01/2019,"25,082.75","23,398.58","25,787.97","23,147.66"
07/01/2019,"23,324.57","23,260.28","24,148.29","22,991.97"
06/01/2019,"23,464.01","21,911.95","24,031.15","21,898.43"
05/01/2019,"21,826.29","22,039.35","22,302.10","21,363.07"
04/01/2019,"21,970.95","22,381.37","22,751.05","21,708.59"
03/01/2019,"22,324.03","22,995.88","23,033.79","22,293.12"
02/01/2019,"22,927.95","23,355.65","23,703.94","22,832.84"
01/01/2019,"23,295.40","22,971.66","23,454.29","22,812.65"
12/01/2018,"22,899.56","21,916.52","23,061.49","21,861.56"
11/01/2018,"21,822.78","21,752.43","22,208.46","21,379.08"
10/01/2018,"21,681.68","21,393.95","22,302.81","21,144.17"
09/01/2018,"21,200.16","21,473.21","21,773.49","21,149.71"
08/01/2018,"21,348.62","21,872.46","21,897.03","20,761.53"
07/01/2018,"21,801.17","22,425.04","22,715.38","21,654.16"
06/01/2018,"22,340.14","23,237.74","23,395.22","22,282.08"
05/01/2018,"23,173.35","23,223.39","23,619.40","22,858.35"
04/01/2018,"23,182.57","23,430.83","24,153.40","23,093.06"
03/01/2018,"23,275.92","23,278.54","23,993.14","22,962.77"
02/01/2018,"23,205.40","23,779.64","24,160.99","23,071.63"
01/01/2018,"23,705.30","23,055.05","24,395.91","23,055.05"
12/01/2017,"23,092.44","22,542.02","23,255.81","22,017.39"
11/01/2017,"22,493.51","22,432.11","23,086.10","22,295.95"
10/01/2017,"22,373.12","22,536.30","23,095.47","22,273.48"
09/01/2017,"22,549.83","23,320.55","24,203.79","22,506.56"
08/01/2017,"23,246.94","22,724.96","23,489.18","22,235.73"
07/01/2017,"22,692.58","22,519.23","22,958.04","21,464.08"
06/01/2017,"22,428.48","22,967.02","23,490.91","22,371.04"
05/01/2017,"22,889.02","22,985.23","23,167.37","21,932.22"
04/01/2017,"22,817.70","22,769.01","23,522.71","22,371.52"
03/01/2017,"22,476.96","19,774.37","23,023.84","19,517.88"
02/01/2017,"19,705.45","22,674.02","23,287.97","19,294.52"
01/01/2017,"22,626.07","20,906.04","23,725.62","20,618.06"
12/01/2016,"20,883.00","20,968.79","22,658.41","20,294.98"
11/01/2016,"20,962.38","11,338.80","24,751.53","11,326.11"
10/01/2016,"11,342.12","11,702.26","11,720.92","11,024.10"
09/01/2016,"11,684.17","11,623.28","12,014.79","11,437.00"
08/01/2016,"11,618.73","11,987.67","12,145.01","11,458.03"
07/01/2016,"11,991.06","11,751.72","12,212.55","11,543.07"
06/01/2016,"11,737.27","10,796.68","12,063.19","10,665.46"
05/01/2016,"10,786.33","11,487.95","11,579.24","10,534.91"
04/01/2016,"11,484.91","10,946.32","11,513.57","10,677.89"
03/01/2016,"10,939.59","9,699.17","11,288.99","9,588.29"
02/01/2016,"9,695.89","8,752.83","9,874.99","8,740.25"
01/01/2016,"8,751.12","8,341.71","8,834.64","8,314.66"
12/01/2015,"8,302.15","8,337.04","8,527.91","8,192.00"
11/01/2015,"8,333.94","9,168.27","9,179.19","8,243.83"
10/01/2015,"9,170.26","8,730.50","9,498.75","8,650.05"
09/01/2015,"8,727.00","8,887.15","9,057.37","8,603.26"
08/01/2015,"8,884.31","8,575.82","9,148.25","8,461.58"
07/01/2015,"8,576.98","8,945.55","9,201.09","8,436.49"
06/01/2015,"8,937.71","9,086.63","9,197.88","8,872.53"
05/01/2015,"9,077.41","8,988.30","9,404.80","8,984.22"
04/01/2015,"9,033.54","9,027.05","9,340.05","8,964.32"
03/01/2015,"9,021.90","9,257.16","9,336.13","8,722.52"
02/01/2015,"9,253.66","9,762.24","9,807.78","9,085.05"
01/01/2015,"9,741.61","8,466.01","9,754.16","8,356.62"
12/01/2014,"8,463.46","8,343.39","8,855.23","8,173.62"
11/01/2014,"8,344.34","8,391.29","8,636.83","8,094.75"
10/01/2014,"8,386.24","8,638.33","8,976.35","8,304.96"
09/01/2014,"8,636.13","9,202.47","9,225.89","8,613.31"
08/01/2014,"9,201.19","9,170.87","9,458.98","9,104.95"
07/01/2014,"9,168.45","9,489.91","9,618.61","9,159.64"
06/01/2014,"9,488.05","8,944.38","9,506.00","8,861.06"
05/01/2014,"8,932.87","9,050.60","9,433.57","8,882.49"
04/01/2014,"9,047.38","8,946.55","9,292.99","8,873.62"
03/01/2014,"8,941.89","9,244.45","9,689.68","8,936.00"
02/01/2014,"9,225.23","8,668.64","9,369.75","8,636.76"
01/01/2014,"8,652.50","8,376.82","8,900.13","8,364.21"
12/01/2013,"8,373.29","8,620.55","8,731.00","8,180.08"
11/01/2013,"8,613.69","9,118.04","9,145.63","8,447.14"
10/01/2013,"9,108.39","9,150.26","9,383.39","8,626.78"
09/01/2013,"9,151.50","9,741.99","9,894.85","8,905.33"
08/01/2013,"9,749.73","9,262.27","10,018.50","8,906.19"
07/01/2013,"9,252.83","8,662.58","9,441.13","8,489.37"
06/01/2013,"8,665.68","9,704.24","9,949.08","8,290.52"
05/01/2013,"9,689.46","10,238.76","10,330.47","9,344.84"
04/01/2013,"10,241.17","10,870.25","10,922.88","9,102.87"
03/01/2013,"10,867.72","10,651.78","10,990.82","10,546.91"
02/01/2013,"10,646.98","11,172.71","11,302.43","10,469.79"
01/01/2013,"11,167.85","10,653.33","11,261.79","10,443.20"
12/01/2012,"10,624.50","10,472.63","10,688.59","10,087.21"
11/01/2012,"10,475.60","10,516.87","10,703.26","10,213.70"
10/01/2012,"10,508.83","10,793.70","10,944.83","10,369.03"
09/01/2012,"10,791.25","10,313.27","10,892.62","10,282.51"
08/01/2012,"10,311.82","9,831.09","10,333.24","9,628.83"
07/01/2012,"9,797.93","9,680.07","9,890.94","9,427.33"
06/01/2012,"9,676.22","9,418.31","9,904.33","9,333.88"
05/01/2012,"9,421.09","10,060.08","10,105.09","9,222.53"
04/01/2012,"10,057.67","10,117.72","10,153.79","9,736.93"
03/01/2012,"10,073.14","10,222.71","10,407.75","9,827.85"
02/01/2012,"10,220.42","10,472.59","10,810.87","10,183.95"
01/01/2012,"10,479.46","9,439.91","10,537.46","9,409.41"
12/01/2011,"9,425.38","10,482.23","10,584.24","9,184.83"
11/01/2011,"10,478.98","10,226.02","10,763.33","9,981.95"
10/01/2011,"10,221.25","9,646.71","10,463.62","9,508.75"
09/01/2011,"9,681.06","10,847.14","11,453.10","9,161.38"
08/01/2011,"10,851.37","9,682.04","11,431.79","9,577.04"
07/01/2011,"9,685.29","8,955.51","9,727.51","8,823.80"
06/01/2011,"8,948.11","9,114.29","9,283.50","8,889.49"
05/01/2011,"9,106.57","9,317.54","9,376.16","8,689.72"
04/01/2011,"9,295.60","8,557.11","9,334.86","8,421.52"
03/01/2011,"8,563.68","8,312.83","8,618.60","8,187.02"
02/01/2011,"8,315.11","7,804.19","8,347.42","7,763.15"
01/01/2011,"7,799.73","8,251.04","8,262.13","7,664.48"
12/01/2010,"8,251.52","8,032.53","8,285.35","7,902.73"
11/01/2010,"8,018.89","7,855.91","8,187.77","7,646.57"
10/01/2010,"7,851.06","7,455.69","7,912.44","7,436.06"
09/01/2010,"7,454.98","7,123.36","7,495.89","7,055.44"
08/01/2010,"7,118.60","6,734.27","7,142.84","6,698.03"
07/01/2010,"6,732.31","7,075.23","7,086.85","6,599.52"
06/01/2010,"7,076.43","6,883.19","7,186.48","6,784.77"
05/01/2010,"6,884.35","6,554.76","7,010.02","6,453.15"
04/01/2010,"6,555.45","6,128.28","6,581.85","6,122.50"
03/01/2010,"6,132.59","6,135.40","6,279.07","5,978.77"
02/01/2010,"6,128.49","5,890.37","6,211.71","5,712.62"
01/01/2010,"5,910.95","6,027.54","6,340.04","5,874.14"
12/01/2009,"6,012.39","6,461.69","6,701.07","5,915.43"
11/01/2009,"6,450.81","5,715.59","6,513.19","5,695.62"
10/01/2009,"5,718.74","5,540.98","5,866.31","5,415.18"
